gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_total,black_total,asian_total,aian_total,nhpi_total,other_total,multi_total,male_age_low_edu_low,female_age_low_edu_low,male_age_low_edu_mid,female_age_low_edu_mid,male_age_low_edu_high,female_age_low_edu_high,male_age_low_edu_very_high,female_age_low_edu_very_high,male_age_mid_edu_low,female_age_mid_edu_low,male_age_mid_edu_mid,female_age_mid_edu_mid,male_age_mid_edu_high,female_age_mid_edu_high,male_age_mid_edu_very_high,female_age_mid_edu_very_high,male_age_high_edu_low,female_age_high_edu_low,male_age_high_edu_mid,female_age_high_edu_mid,male_age_high_edu_high,female_age_high_edu_high,male_age_high_edu_very_high,female_age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G3600390,2016,NEW YORK,Greene County,47617,658.047,2753,2874,44743,17117,1193,1721,13171,1032,21303,20292,981,30,19283,53617,27271,5921,42731,2936,516,281,5,489,659,334,109,444,610,532,293,135,235,737,446,1052,1049,862,1032,684,731,633,599,683,796,535,575,433,452,3843,14791,18660,835,3003,7405,13073,1572,25567
G3600410,2016,NEW YORK,Hamilton County,4575,1807.797,71,110,4465,1124,44,122,896,62,2120,1946,170,4,1903,57552,25918,315,4420,37,1,16,1,14,86,23,2,21,61,14,6,2,9,143,162,247,91,62,88,50,130,83,76,94,254,82,37,44,53,497,1367,1403,127,676,949,2064,212,1350
G3600430,2016,NEW YORK,Herkimer County,62505,1458.003,1309,1673,60832,24583,1336,2820,19076,1351,30898,28627,2207,64,20201,51862,26151,8951,59916,849,331,150,93,313,853,174,132,728,710,371,713,205,448,585,439,1474,1449,1077,980,693,1034,538,610,1072,1244,577,685,529,288,6197,15531,25079,1221,3800,8083,16699,1473,36250
G3600450,2016,NEW YORK,Jefferson County,114448,1857.35,8485,4339,110109,43267,2149,4086,34280,2752,57586,44760,3093,9733,31859,52268,25884,15365,98570,6894,1884,533,245,1708,4614,569,281,3451,2177,1767,1474,440,1112,994,731,2266,2432,1518,1274,853,1368,646,730,1038,1525,756,577,767,742,8673,27730,47463,2343,4512,13809,21763,2664,76212
G3600470,2016,NEW YORK,Kings County,2600747,96.822,499279,949026,1651721,950856,65443,95330,701536,88547,1309854,1217624,91531,699,751672,56015,31984,544622,1130251,847116,306829,8427,1047,230448,76629,16942,14263,35629,33753,76602,88879,30452,43257,29851,33153,38356,46027,45588,52381,33689,44246,16489,23471,14939,20937,17781,21161,19126,22433,147147,914068,853208,62959,113012,640553,141044,24008,1795142
G3600490,2016,NEW YORK,Lewis County,26719,1289.931,456,419,26300,10242,674,822,8304,442,12752,11711,872,169,8402,52380,26169,3712,25829,206,145,55,23,186,275,111,75,298,206,209,250,104,183,257,136,449,658,247,300,234,264,297,295,221,401,135,175,168,111,2133,6040,11713,383,1334,3146,7400,779,15394
G3600510,2016,NEW YORK,Livingston County,63907,640.256,2223,2217,61690,24383,1300,2552,19231,1300,30093,28822,1257,14,23804,56071,27073,7850,59696,1805,833,128,22,429,994,420,238,780,621,473,681,259,391,642,456,1789,1770,1064,1367,882,1205,441,620,842,948,646,646,667,672,5897,18471,25809,1128,3270,10697,17290,2044,33876
G3600530,2016,NEW YORK,Madison County,71359,661.298,1547,1825,69534,26026,1029,2342,21273,1382,35418,33712,1655,51,23893,60228,28925,6549,67574,1251,630,464,73,284,1083,167,163,909,598,579,777,210,597,729,549,1776,1826,1546,1634,987,1473,419,497,792,1029,710,843,676,568,6540,21118,27857,1264,3438,11667,15936,2461,41295
G3600550,2016,NEW YORK,Monroe County,744248,1366.698,63631,64322,679926,300796,15813,29241,235905,19837,390194,367045,23013,136,214918,57479,32502,106115,566271,113538,26661,3378,120,12226,22054,3636,3175,10703,9679,13898,13311,6614,10488,6134,5899,16230,17500,20013,20466,15129,18205,3526,6104,8078,10776,10529,9714,9785,8705,63708,230827,270092,13271,37117,188592,136582,22616,396458
G3600570,2016,NEW YORK,Montgomery County,49426,410.296,6766,1631,47795,19665,1278,2649,14268,1470,23357,21536,1801,20,16020,45837,25427,9649,43412,1007,420,71,0,3059,1457,444,329,687,815,279,512,88,313,677,292,1278,1328,717,869,413,596,473,479,648,769,229,260,280,266,4585,13059,17958,1195,3317,6595,11301,1158,30372
G3600590,2016,NEW YORK,Nassau County,1356564,453.465,225581,301379,1055185,445517,9462,21675,401625,12755,715209,684098,30530,581,383370,111240,49211,76461,930446,158708,125767,3583,351,96581,41128,3702,2580,13912,9690,24636,25825,11861,19185,6710,6340,32159,30386,47410,51273,35855,42271,5375,8247,15917,18572,20035,17129,22011,21029,73986,354323,603210,15898,69191,326088,288313,22566,719597
G3600610,2016,NEW YORK,New York County,1632480,33.68,423683,473160,1159320,758133,42637,57335,595639,62522,951766,897040,54298,428,467419,82459,72832,263413,917402,241850,196347,6995,867,193569,75450,7535,5855,17073,12528,77948,92557,48017,58823,14680,14522,21682,23133,48264,50384,54042,55234,8275,12404,10604,17679,19839,26998,33010,37130,120696,708329,497485,35666,68373,579013,64929,24997,963541
G3600630,2016,NEW YORK,Niagara County,211704,1139.664,6054,8274,203430,88211,5031,9536,68050,5594,106548,100682,5636,230,67808,54085,29824,27967,185192,15145,2277,2203,75,1590,5222,742,695,3107,2610,2379,2303,1050,1952,1629,1376,6421,6093,4009,4185,2318,3380,1575,2319,3052,3405,2077,1611,1744,1545,19731,56584,84717,3304,12441,35559,51961,4882,119302
G3600650,2016,NEW YORK,Oneida County,230782,1257.63,12892,17567,213215,90014,5431,9667,69137,5779,108640,102319,5947,374,78483,53844,28548,35271,197739,14398,9184,491,63,3443,5464,1227,752,3199,2750,2485,2692,716,1852,2386,1628,5676,6178,4001,4589,2949,3433,1491,1844,3404,4078,2684,2402,2286,1773,20156,65633,86255,4283,13883,33743,51437,5829,139773
G3600670,2016,NEW YORK,Onondaga County,464242,805.614,22258,36481,427761,185624,9080,17147,146839,12558,235381,220979,14018,384,140863,59225,32678,65143,370976,52888,17130,2389,116,4765,15978,2363,2073,6305,6126,7922,8157,3780,5435,3847,3012,10327,12345,12690,11691,8779,10925,2270,3827,5424,7364,5974,5086,5415,4926,40058,138874,172077,7691,23588,112337,83649,12454,255802
G3600690,2016,NEW YORK,Ontario County,109472,662.523,5058,4301,105171,44286,1633,4030,36821,1802,56731,54358,2320,53,32917,63359,35121,10203,101467,2770,1455,487,37,1480,1776,320,347,1424,1064,1158,1395,585,988,864,419,2781,3017,2923,3317,2171,2599,467,514,1607,2381,1605,1444,1549,1238,10281,26917,45587,2122,6270,22233,26029,3996,57214
G3600710,2016,NEW YORK,Orange County,378227,838.607,75705,40267,337960,126776,5003,9478,106390,5905,187618,174834,9057,3727,104947,76716,33472,43543,279802,40849,10034,1308,229,32663,13342,1638,1703,5148,4198,3285,4303,1464,3000,3264,2357,10911,10314,8855,9815,5683,7347,1736,2525,4457,4768,3399,2765,3092,3381,24528,103892,148139,5728,16285,68278,76645,7098,226206
G3600730,2016,NEW YORK,Orleans County,41175,817.417,1961,1250,39925,16333,849,1787,12885,812,19160,18161,999,0,14892,51843,25261,5499,36583,2541,326,151,21,802,751,378,189,943,716,148,416,57,108,718,397,1166,1333,625,651,288,574,283,394,575,594,342,291,274,247,4399,10156,17176,893,1979,4470,10936,974,24795
G3600750,2016,NEW YORK,Oswego County,119104,1312.056,2995,2131,116973,46032,2357,4364,36152,3159,58045,53360,4548,137,38826,53597,27217,20392,113885,1325,882,190,16,604,2202,815,413,1483,1596,1013,992,365,706,1804,1168,2644,3170,1665,1784,1018,1607,864,1115,1394,1695,882,672,661,689,11099,31899,46653,2688,6006,17095,27688,3397,70924
G3600770,2016,NEW YORK,Otsego County,60244,1015.753,2175,2214,58030,23556,1223,2427,18285,1621,30110,28171,1930,9,21558,53121,27680,8467,56254,1245,829,92,5,624,1195,203,132,477,489,544,658,213,470,523,402,1429,1590,1120,1401,1050,1317,459,481,847,917,844,907,1039,1009,4851,18381,24406,1103,3505,10451,13308,1909,34576
G3600790,2016,NEW YORK,Putnam County,99070,246.25,14195,12885,86185,34847,741,1844,31608,654,53932,51066,2866,0,27789,102186,45905,5191,86904,2881,2019,205,24,4834,2203,125,115,954,809,1346,1521,372,850,522,352,3156,2522,3852,3898,2469,3317,517,515,1248,1474,1312,987,1343,1292,6901,23662,46819,1332,4286,19366,27024,2173,50507
G3600810,2016,NEW YORK,Queens County,2298513,178.03,643563,1087233,1211280,779234,33236,67706,632662,45630,1206521,1131527,74382,612,675211,64987,30289,295165,896722,421038,580709,9977,1100,309236,79731,11403,9264,32826,28916,53508,58863,20307,31144,28652,27919,45409,47438,48935,52744,28839,33343,15051,20851,18357,23670,20304,20999,16985,17253,142264,720423,880501,47658,115402,517220,149341,19832,1612120
G3600830,2016,NEW YORK,Rensselaer County,159431,665.4,7650,7771,151660,64563,2725,5127,53444,3267,85529,81001,4359,169,45790,65851,34280,18459,137648,10239,4134,212,9,1517,5672,734,541,1873,2130,2635,2816,1086,1743,1398,879,3622,4290,3312,3730,2428,2927,1063,982,1969,2237,1528,1460,1534,1515,12581,49117,60186,3043,8436,32717,33726,5119,87869
G3600850,2016,NEW YORK,Richmond County,474101,102.288,86976,108846,365255,166152,6336,11416,135005,13395,222440,211293,10872,275,159707,79267,34987,60026,352259,48591,41427,1080,197,18757,11790,2106,1911,6255,5461,8779,8664,3252,6519,4322,3586,11421,12126,11807,12318,6695,9498,2846,3796,5422,4972,4233,3890,4236,3706,27501,128253,200698,6922,24760,74143,101437,5380,293141
G3600870,2016,NEW YORK,Rockland County,323686,199.251,56383,67277,256409,100005,3244,7271,85852,3638,157093,148410,8599,84,86098,91108,38076,45613,228967,39715,19216,544,33,26239,8972,1658,1486,3410,2705,4651,4111,1584,3211,2040,2010,7502,6703,9330,10410,7105,8598,1129,2191,3515,4429,4332,4256,5229,5048,16738,80676,133138,4122,14010,69342,60911,4834,188599
G3600910,2016,NEW YORK,Saratoga County,227377,843.804,7059,11945,215432,93876,2457,6036,82495,2888,125097,118824,4749,1524,61533,80839,41709,13797,211245,3960,6478,472,37,1236,3949,450,289,2743,2164,3706,3847,1742,2885,1457,1207,5290,5928,8281,8074,5163,5910,1067,1443,2822,3355,3499,2704,3590,3024,19728,53275,103169,3048,10061,50913,54575,8606,113283
G3600930,2016,NEW YORK,Schenectady County,154883,209.443,10707,16641,138242,53295,2811,4842,42955,2687,78915,73563,5198,154,46497,63785,31412,17200,119664,15965,7187,351,66,5180,6470,414,350,2008,1887,2266,2399,886,1651,1640,1272,3094,3996,3638,3828,2183,2950,645,1034,1525,2049,2153,1574,2167,1656,13881,47708,54082,3055,8490,33747,28953,4580,87603
G3600950,2016,NEW YORK,Schoharie County,31364,626.325,972,879,30485,12559,768,1265,9907,619,15390,14488,892,10,11118,53989,28712,3945,30007,541,280,49,13,128,346,75,100,437,324,311,294,95,181,357,332,765,950,495,563,413,453,322,236,510,493,345,344,349,259,3271,8519,12511,576,1918,4240,8831,979,17314
G3600970,2016,NEW YORK,Schuyler County,17992,342.326,313,281,17711,7304,394,983,5566,361,8893,8397,492,4,6055,51479,26484,2444,17353,224,107,31,0,32,245,153,93,184,187,116,186,14,103,187,126,611,751,327,431,231,285,213,130,286,299,192,195,158,186,2029,4318,7513,336,981,3091,5050,631,9220
G3600990,2016,NEW YORK,Seneca County,34612,390.437,1158,767,33845,13522,622,1529,10683,688,16136,15571,565,0,12422,54695,27366,3924,31669,1707,242,135,0,234,625,419,119,455,367,306,290,67,262,404,267,942,961,588,670,311,518,329,270,428,632,318,367,289,267,3396,9224,14024,571,1754,5697,7236,1047,20632
G3600890,2016,NEW YORK,St. Lawrence County,109558,2821.303,2532,4648,104910,41669,2995,5256,30805,2613,47992,44275,3563,154,41776,49305,24473,17248,101766,2642,1153,828,68,1127,1974,719,413,1431,902,1003,1001,591,952,1175,720,2457,2541,1574,1633,1191,2054,690,1063,1154,1494,704,754,1001,959,9578,32603,40916,1935,5931,16488,19942,2728,70400
G3601010,2016,NEW YORK,Steuben County,96927,1404.077,1571,2787,94140,40183,2366,4407,31012,2398,46022,42997,2992,33,32309,51789,28600,13308,92017,1553,1484,102,15,374,1382,239,326,1155,1239,804,1002,414,806,1100,850,2114,2325,1391,1532,1314,1529,708,903,1155,1659,933,768,861,861,10072,21798,40151,2179,5408,12526,26831,2645,54925
G3601030,2016,NEW YORK,Suffolk County,1487901,2373.125,281315,230963,1256938,487981,12132,26774,432210,16865,782446,744693,37012,741,423669,96675,42204,103887,1200553,116880,57527,3967,451,73643,34880,4570,3385,16731,13344,21879,22500,8627,15512,10589,7801,41575,39704,43948,43054,29831,39352,6977,9868,19905,20329,16679,13934,20572,18181,101139,402467,625611,19886,77550,303951,350570,26733,806647
G3601050,2016,NEW YORK,Sullivan County,75211,996.717,11836,7069,68142,27890,1487,2982,21726,1695,35615,32846,2757,12,25587,56256,29292,10646,60702,6297,1198,191,0,3762,3061,487,249,1051,779,587,832,160,519,1230,709,2359,2050,1451,1406,1045,1355,618,684,1267,850,781,937,758,844,6656,21150,28505,1545,4195,12568,15931,1456,45256
G3601070,2016,NEW YORK,Tioga County,49045,522.877,927,860,48185,20045,1201,1921,16102,821,24634,23065,1557,12,15260,60736,31330,5091,47371,322,346,91,18,103,794,181,120,486,530,540,574,152,270,566,406,1144,1413,1250,1188,619,682,338,508,874,846,715,507,396,351,4200,10316,22478,827,2708,7526,13260,1513,26746
G3601090,2016,NEW YORK,Tompkins County,102962,491.556,5156,13506,89456,39326,1926,3144,30322,3934,52688,50250,2438,0,36730,58743,31464,17500,82924,4272,10386,224,31,1300,3825,170,207,776,800,1934,1742,2293,2253,716,283,1323,1403,2187,2462,2822,3508,290,283,900,1179,1306,1424,1878,1542,6913,44776,33969,1076,3603,28890,10371,3417,60284
G3601110,2016,NEW YORK,Ulster County,179303,1160.755,17976,14071,165232,69539,3748,6384,55948,3459,92559,86733,5723,103,58376,63348,33879,23840,152289,10615,3452,368,131,4969,7479,922,411,2119,2471,1963,2263,755,1455,2193,1266,4861,5003,4876,5138,2974,4489,1011,1344,2487,2890,2436,2443,2861,2805,17599,51244,70764,3233,10099,42101,34006,5248,97948
G3601130,2016,NEW YORK,Warren County,64480,931.597,1589,2386,62094,27553,1298,2584,22430,1241,33456,31937,1479,40,20758,59813,33605,6656,61797,852,677,168,32,173,781,306,161,963,768,831,924,196,350,556,515,1803,1844,1289,1472,1164,1726,356,661,969,1202,1049,775,1229,888,6853,16197,26799,995,4033,13091,15751,2566,33072
G3601150,2016,NEW YORK,Washington County,61828,845.884,1642,1337,60491,24009,1404,2482,18962,1161,30293,28537,1729,27,21097,54114,27156,7055,57974,2025,347,197,0,376,909,553,84,838,918,382,554,85,347,1061,650,1680,1862,1077,1165,451,881,464,420,645,873,563,627,694,577,6386,15983,25434,1112,3184,9098,13610,1820,37300
G3601170,2016,NEW YORK,Wayne County,90856,1383.049,3878,2535,88321,36504,1825,3140,29901,1638,46573,43779,2733,61,26898,55765,29028,10127,84701,2631,606,144,78,786,1910,325,174,1040,1232,696,733,215,631,1217,745,2565,2571,1572,1551,927,1737,693,952,1274,1199,899,884,709,653,8734,20799,39025,1571,4590,13473,23380,2834,51169
G3601190,2016,NEW YORK,Westchester County,968815,499.992,235243,247664,721151,347332,11298,23046,296680,16308,509611,479775,29722,114,268863,92758,54572,87214,630592,142443,57410,4059,262,104252,29797,3697,2574,9868,8625,15190,16676,7897,13158,7582,6558,18005,19618,31314,37110,33057,37417,5107,6413,8830,11918,11422,14165,18956,18713,64544,269110,397317,16276,44449,272926,131238,16491,548160
G3601210,2016,NEW YORK,Wyoming County,40565,596.285,1320,830,39735,15815,747,1609,12733,726,19726,18562,1157,7,13647,57914,27150,4092,37162,1837,155,228,0,454,729,300,52,763,455,433,387,62,282,423,193,1146,1058,418,600,318,426,351,446,484,626,331,326,207,208,3912,10326,17263,659,1822,3904,12442,952,23267
G3601230,2016,NEW YORK,Yates County,25009,375.788,549,372,24637,9029,421,1056,7057,495,11754,11181,552,21,8290,54343,27512,2719,24061,226,189,53,7,164,309,58,42,191,225,173,308,14,98,166,107,498,752,368,465,199,439,180,210,323,431,366,346,324,422,2004,6100,10477,565,1223,3659,5660,747,14943
G3700010,2016,NORTH CAROLINA,Alamance County,160576,434.239,19905,12655,147921,64059,3509,8239,47697,4614,80236,75612,4529,95,48262,45735,26215,26264,112786,30742,2509,462,64,9933,4080,976,1048,2956,2234,1431,2269,349,846,2158,1571,4312,5526,3207,4111,1375,1647,953,1358,2009,3819,1820,1875,1160,984,15169,41326,61376,3586,9351,29833,38815,2509,89419
G3700030,2016,NORTH CAROLINA,Alexander County,37119,263.631,1723,1310,35809,13722,816,2005,9998,903,17434,16264,1170,0,13039,44961,24452,5333,32640,2105,402,150,31,1285,506,303,160,421,437,244,200,39,118,655,504,822,987,649,596,227,305,442,795,483,587,370,281,240,107,3718,8279,15939,822,2213,3767,13893,611,18848
G3700050,2016,NORTH CAROLINA,Alleghany County,10973,235.836,1054,534,10439,4746,427,754,3158,407,4839,4555,284,0,4480,37558,21244,2673,10346,266,31,37,1,209,83,90,52,78,124,14,51,8,40,244,181,370,417,182,114,72,147,217,290,212,289,197,183,115,106,1094,1885,5438,230,766,1306,3814,195,5658
G3700070,2016,NORTH CAROLINA,Anson County,25306,537.104,999,753,24553,9516,827,1461,6316,912,11493,10354,1139,0,9493,39126,20124,4647,12083,12333,335,96,9,166,284,393,139,520,342,268,136,0,22,504,227,591,666,259,187,69,101,397,436,322,398,122,160,83,114,2316,7763,8686,688,1789,5859,4506,180,14761
G3700090,2016,NORTH CAROLINA,Ashe County,26786,428.184,1336,948,25838,11805,844,1490,8440,1031,13072,12440,604,28,9443,40978,24039,4748,25468,199,120,97,19,470,413,158,70,415,393,109,336,31,63,511,309,917,732,365,521,161,323,206,514,621,591,461,383,290,178,2169,5027,13241,577,1803,3500,9412,512,13362
G3700110,2016,NORTH CAROLINA,Avery County,17501,247.509,896,575,16926,6587,576,1086,4429,496,7028,6718,300,10,8193,38134,20253,2056,16011,782,149,237,0,95,227,188,80,497,176,103,149,15,61,420,193,598,570,328,334,176,199,144,204,224,327,218,263,367,167,1917,4440,7447,450,1094,1689,6298,262,9252
G3700130,2016,NORTH CAROLINA,Beaufort County,47243,962.844,3609,1403,45840,19325,1613,2655,13337,1720,20713,18867,1839,7,17923,43688,26233,8966,33751,12051,38,110,0,298,995,325,147,647,660,157,313,78,185,425,536,1557,1574,678,816,324,373,504,535,1058,1162,778,764,580,489,4313,10764,19477,1159,3580,8764,14543,631,23305
G3700150,2016,NORTH CAROLINA,Bertie County,19644,741.292,408,174,19470,7976,826,1355,4826,969,8486,7496,990,0,8047,33143,20430,4207,6841,11998,125,232,1,148,299,248,94,314,304,77,203,157,36,509,291,483,736,121,368,164,113,296,359,178,301,133,127,121,126,2148,5725,6529,651,1702,5778,3456,113,10297
G3700170,2016,NORTH CAROLINA,Bladen County,33778,887.606,2523,1414,32364,13968,1419,2212,8571,1766,13783,12805,978,0,13660,32378,20803,8649,19300,11827,35,842,0,1399,375,348,108,441,504,90,326,39,39,874,429,947,1321,418,717,107,334,404,649,547,849,203,273,206,169,3253,8552,12308,1209,2614,7058,8550,289,17881
G3700190,2016,NORTH CAROLINA,Brunswick County,126860,1050.01,6028,5062,121798,54226,2547,5189,42691,3799,54326,50793,3430,103,54321,54406,31204,16201,106198,13096,779,791,36,3246,2714,796,493,1218,1711,789,1116,169,406,1266,1134,3909,4910,2760,4024,1580,1821,871,1133,3138,4089,3993,3360,3466,1915,11872,21305,66212,2813,7586,23282,42720,2349,58509
G3700210,2016,NORTH CAROLINA,Buncombe County,254474,659.841,16529,14554,239920,107093,6638,11588,83595,5272,130321,124844,5203,274,81138,50668,31439,30609,225981,16095,3147,1014,341,2378,5518,1058,973,4099,4201,4046,5981,1111,2005,2008,1790,6385,7074,7377,9304,4332,5442,1368,2101,3467,5030,3865,5532,4749,4204,26349,65405,105859,3740,13171,75452,55716,7779,115527
G3700230,2016,NORTH CAROLINA,Burke County,89712,514.235,5342,3948,85764,34672,2557,4464,24928,2723,42058,38284,3728,46,32534,42516,23466,15720,75948,5794,3256,510,139,2526,1539,620,521,1449,1773,440,578,70,184,2110,1084,2863,2834,1130,1947,818,866,823,1133,1528,1669,847,1031,753,437,8837,21199,37623,2283,5829,11251,26238,1431,50792
G3700250,2016,NORTH CAROLINA,Cabarrus County,201448,363.942,20560,16032,185416,72299,2512,5790,60884,3113,106028,99553,6349,126,49225,64174,31050,21822,144192,35634,6837,671,114,9357,4643,868,429,2912,3085,2569,3529,687,1217,1943,1409,6268,6900,5142,5806,2696,3010,996,1482,2529,3164,1532,1281,1330,849,16428,44458,85203,3820,8400,35521,53819,3949,108159
G3700270,2016,NORTH CAROLINA,Caldwell County,81779,474.607,4315,2830,78949,32594,2694,4302,23160,2438,38821,36275,2546,0,28131,42072,22945,13405,72907,3990,461,317,41,2875,1188,548,142,1113,1331,382,660,82,217,1745,1595,2790,2551,1006,1196,615,773,1113,1330,1454,1559,851,674,421,377,8268,16845,35726,2023,5216,8425,26621,1274,45459
G3700290,2016,NORTH CAROLINA,Camden County,10447,310.255,296,302,10145,3836,128,211,3329,168,5077,4473,460,144,3108,63349,26951,1172,8614,1462,186,20,0,24,141,31,62,111,89,67,121,0,29,126,38,397,315,111,275,144,176,151,100,183,309,85,48,0,30,1050,1786,4915,189,452,1274,3546,186,5441
G3700310,2016,NORTH CAROLINA,Carteret County,68920,1330.406,2930,2289,66631,29690,1513,3388,23224,1565,33446,30598,2159,689,24630,54428,32005,7831,61988,3880,781,192,40,268,1771,257,92,1056,1020,630,807,159,358,762,342,2461,2993,1444,1700,972,1427,434,762,1805,1987,1364,1245,1322,949,7816,13523,31351,1294,4851,9939,26569,1273,31139
G3700330,2016,NORTH CAROLINA,Caswell County,22746,428.701,867,567,22179,9110,691,1197,6503,719,10247,9549,698,0,8634,43961,22982,4273,14378,7503,151,51,47,377,239,150,30,536,362,36,146,0,62,511,436,607,724,454,384,102,239,345,439,342,329,162,198,110,163,1878,5014,10003,602,1715,4792,6026,252,11676
G3700350,2016,NORTH CAROLINA,Catawba County,156729,416.022,14810,10953,145776,61099,3285,7264,46899,3651,78521,73002,5453,66,47279,51157,26950,20377,123876,12772,6611,430,0,9607,3433,934,453,2240,2290,1174,1856,356,646,2567,1841,4499,4887,3240,3615,1179,2013,1586,1773,2022,2949,1530,1670,984,746,13994,35131,66344,3579,8734,21216,48324,2811,84378
