gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_male,white_female,black_male,black_female,asian_male,asian_female,aian_male,aian_female,nhpi_male,nhpi_female,other_male,other_female,multi_male,multi_female,age_low_edu_low,age_low_edu_mid,age_low_edu_high,age_low_edu_very_high,age_mid_edu_low,age_mid_edu_mid,age_mid_edu_high,age_mid_edu_very_high,age_high_edu_low,age_high_edu_mid,age_high_edu_high,age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G1301110,2016,GEORGIA,Fannin County,24925,392.305,565,534,24391,10461,781,1225,7660,795,10221,9586,635,0,10951,45647,26665,3324,11732,12428,28,51,93,72,42,46,0,28,48,30,143,184,136,580,265,93,536,1894,1048,546,688,1601,983,649,3113,3828,12068,383,2051,1923,9632,257,13113
G1301130,2016,GEORGIA,Fayette County,111369,199.323,7981,11246,100123,39753,864,2062,35716,1111,55606,52689,2780,137,33739,87272,42126,6190,36809,38733,11605,12711,2411,2623,102,174,43,75,1306,1175,1779,1823,425,1860,3300,1339,789,6631,11035,6804,1044,3920,3332,2976,8001,22621,54777,980,4843,23284,35048,2581,50456
G1301150,2016,GEORGIA,Floyd County,96824,518.463,10422,6650,90174,35633,2301,4376,26279,2677,44045,41259,2753,33,32585,46367,25058,17670,36491,39244,6413,7448,685,855,103,74,0,0,1942,1609,1176,784,1317,2592,1600,671,2695,5266,2598,2424,1721,2892,1478,1557,9229,23136,38258,1897,5544,9159,24114,1335,62216
G1301170,2016,GEORGIA,Forsyth County,219880,247.119,20875,36742,183138,73675,1398,3152,67095,2030,113616,109504,4008,104,51457,101743,41585,12863,88656,90218,3584,3717,12666,13383,241,174,70,25,1526,1047,2515,2058,1044,3825,7708,3387,1835,10856,21194,9708,1295,5519,5610,3241,13548,37862,110068,1392,6102,23462,69851,4908,121659
G1301190,2016,GEORGIA,Franklin County,22514,266.45,1003,751,21763,8305,853,1287,5418,747,9119,8644,473,2,9188,40198,21686,5434,9362,9976,1000,1150,94,104,9,7,0,0,300,205,88,219,337,643,361,121,734,1082,410,334,764,740,282,216,2160,4777,9533,510,1514,1243,7054,205,14012
G1301210,2016,GEORGIA,Fulton County,1021902,534.347,74328,130079,891823,400016,17457,34111,320114,28334,553201,516732,35765,704,263571,64787,43707,149412,232126,226470,206766,244287,35799,34426,2078,1759,165,156,7623,7483,10530,12234,8478,26616,62138,31844,12856,42362,77455,54263,8375,20733,25430,21078,87946,369220,318559,15150,39738,297051,117783,16557,590511
G1301230,2016,GEORGIA,Gilmer County,29922,430.954,3429,2060,27862,11645,639,1478,8758,770,13558,12787,743,28,11274,49389,25812,4842,13564,13558,61,74,112,30,127,396,3,0,917,486,295,299,446,529,218,115,939,1426,1145,699,541,1307,863,654,3299,4773,14977,692,1462,1965,10477,331,17149
G1301250,2016,GEORGIA,Glascock County,3009,144.452,49,6,3003,1105,87,153,774,91,1411,1364,47,0,996,41686,21076,536,1319,1342,91,184,0,0,6,9,2,0,0,0,20,36,15,142,12,1,154,181,57,7,114,34,23,15,374,692,1192,16,198,138,1235,17,1619
G1301270,2016,GEORGIA,Glynn County,83974,585.245,5578,4535,79439,33777,1773,3749,25480,2775,40825,38572,2222,31,26206,50672,31493,15105,26930,30070,10019,11938,490,586,132,228,10,47,923,558,915,1128,1132,2683,1862,700,1699,5475,3662,2621,1352,3529,2748,2658,9547,19597,33228,1273,4677,11775,21512,976,49711
G1301290,2016,GEORGIA,Gordon County,56790,358.041,8864,5233,51557,20294,1296,2557,15035,1406,26911,25667,1231,13,17630,44313,22448,11232,25058,25600,1212,1043,235,402,284,184,0,14,849,944,363,602,1074,2241,874,320,2044,3101,1319,826,1349,1152,670,401,5464,10739,24320,1377,3261,3181,15191,587,37831
G1301310,2016,GEORGIA,Grady County,24926,460.262,2774,1431,23495,9037,609,1257,6330,841,11051,10303,727,21,8307,42348,22442,5774,8106,8423,3254,3909,81,60,14,119,91,0,182,40,448,199,349,703,408,179,666,1315,533,374,699,642,297,296,2448,5350,9762,593,1617,3013,6053,147,15713
G1301330,2016,GEORGIA,Greene County,16976,406.209,1018,803,16173,7004,459,1002,4979,564,6658,6305,328,25,7360,49755,35844,3736,4877,5047,2882,3146,72,99,0,0,3,0,336,342,129,43,350,375,104,52,556,707,703,466,347,1005,849,744,1386,3800,7512,349,1165,3199,5490,163,8124
G1301350,2016,GEORGIA,Gwinnett County,902298,436.757,188608,228516,673782,288724,8764,18926,248747,12287,473566,450670,22382,514,211040,67769,29474,101831,221772,226383,114730,131018,49624,53234,1716,1793,128,141,40230,34739,12851,13939,8413,25184,28974,10890,11733,44663,59168,31093,5675,17087,15398,10588,66034,234220,360665,12490,25647,166153,146989,15189,573967
G1301370,2016,GEORGIA,Habersham County,44289,279.024,6401,4080,40209,15195,1099,1761,11279,1056,18855,18083,748,24,16627,49140,22018,6041,18282,20077,402,956,321,586,17,28,166,82,1206,1208,568,390,477,1082,473,247,1210,2391,1146,1271,1400,1329,775,573,4010,9598,18816,659,2928,2483,13190,570,28046
G1301390,2016,GEORGIA,Hall County,195961,429.293,55153,32636,163325,63931,2201,5895,52901,2934,95561,91959,3525,77,55549,59898,27625,28319,82608,83818,7008,7532,1543,1805,272,200,0,35,3906,2951,2181,2102,3068,5735,3839,1283,3746,10209,7748,4536,2731,5333,4353,3331,15703,46403,80807,2724,8103,16180,51733,2781,125267
G1301410,2016,GEORGIA,Hancock County,8535,477.814,164,186,8349,2991,451,389,1869,282,2060,1977,83,0,5330,31984,16713,1426,1279,815,3676,2502,58,16,0,0,14,0,122,0,44,9,574,94,25,9,332,418,131,115,320,262,162,107,785,3371,2412,414,555,2701,843,36,4955
G1301430,2016,GEORGIA,Haralson County,28956,283.174,455,363,28593,11128,739,1490,7955,944,12930,12285,626,19,9868,46353,24444,4422,12945,13807,625,722,116,103,60,31,0,0,38,18,257,234,303,1215,221,164,1102,1834,521,486,771,914,361,248,3443,4938,12259,567,1952,1475,9585,297,17599
G1301450,2016,GEORGIA,Harris County,33590,472.954,1155,769,32821,12158,389,934,10378,457,16632,15186,1169,277,10541,74261,34511,2261,13366,13218,2687,2730,217,203,31,10,4,0,76,94,451,503,204,1194,378,242,677,2704,2111,1290,591,1187,894,773,2776,6349,16808,319,1484,4086,11936,480,17088
G1301470,2016,GEORGIA,Hart County,25631,256.947,952,660,24971,10019,737,1221,7056,1005,10457,9948,509,0,10393,41358,22361,4295,9662,10161,2260,2470,97,151,10,0,0,7,155,114,374,170,393,1040,259,98,913,1134,698,384,918,972,600,424,2782,5384,11010,351,1621,2585,7286,246,15514
G1301490,2016,GEORGIA,Heard County,11677,301.093,312,224,11453,4489,302,539,3268,380,5317,4905,412,0,3897,48094,21796,1787,5050,5095,487,598,28,30,2,0,20,0,12,25,148,182,210,434,56,61,483,570,172,186,372,337,97,79,1312,2348,4972,197,650,743,3370,110,7454
G1301510,2016,GEORGIA,Henry County,221307,326.504,14739,16983,204324,73826,2118,5147,63435,3126,112455,104676,7522,257,58618,68609,28274,22810,52989,56045,43640,50174,3524,3898,137,12,9,0,1643,1248,3817,4171,1898,6570,5664,1904,3873,13005,10435,7135,2092,5140,2380,2004,19950,55879,88184,3013,7741,50057,45724,2985,122541
G1301530,2016,GEORGIA,Houston County,151682,379.919,9976,8136,143546,56146,2005,5368,44897,3876,76105,68567,5156,2382,40640,58770,28196,23412,46180,46763,21398,24834,2011,2381,184,445,13,0,1090,808,2880,2695,1125,7036,3869,2026,2227,10049,6439,4735,1660,3623,2009,1819,13079,35991,60599,2561,7007,22553,35430,2096,91603
G1301550,2016,GEORGIA,Irwin County,9268,362.761,135,90,9178,3291,355,636,1874,426,3608,3277,331,0,3909,32339,18406,2413,3222,3096,1527,1232,3,33,0,13,0,0,2,20,4,116,149,110,33,25,327,341,201,109,248,284,106,112,835,2562,3376,226,571,891,2716,63,5598
G1301570,2016,GEORGIA,Jackson County,65755,343.098,4850,3583,62172,22034,862,2039,17977,1156,31184,29560,1496,128,19391,62495,27115,7168,28278,29211,2270,2123,437,612,47,34,8,0,505,498,900,832,897,1706,1276,416,1959,3454,2291,1264,962,1917,985,599,5644,12589,28806,1233,3536,4491,21784,915,38565
G1301590,2016,GEORGIA,Jasper County,13784,373.463,539,271,13513,5087,338,600,3651,498,5724,5349,375,0,5090,43284,19999,2415,5080,5300,1328,1553,18,18,0,8,0,0,155,188,101,35,276,322,160,31,541,848,189,168,361,366,180,142,1745,2538,5936,230,611,1544,4360,141,7739
G1301610,2016,GEORGIA,Jeff Davis County,14991,335.396,1754,686,14305,5270,399,678,3584,609,5879,5530,349,0,5438,36531,18042,3070,5577,5815,1245,1220,29,10,0,0,0,0,398,370,159,168,473,435,108,34,556,714,211,177,378,282,147,134,1212,2968,6165,312,911,901,4104,91,9895
G1301630,2016,GEORGIA,Jefferson County,15772,529.664,576,383,15389,5609,508,839,3431,831,6374,5933,441,0,6071,34300,18764,3791,3445,3381,3945,4570,1,17,20,0,0,0,148,125,46,74,153,389,171,28,722,668,357,150,534,272,226,101,1299,4820,5111,304,1131,3821,3063,84,8804
G1301650,2016,GEORGIA,Jenkins County,8827,352.472,747,420,8407,3409,249,617,1979,564,3447,3309,138,0,3540,27311,16089,2561,2560,2803,1296,1659,0,109,0,127,0,0,153,48,46,26,42,267,77,0,478,552,65,103,250,354,105,33,1119,1967,3138,290,529,1123,1895,38,5771
G1301670,2016,GEORGIA,Johnson County,9730,306.591,229,79,9651,3361,233,448,2230,450,4628,4211,417,0,3400,39813,20773,2131,3465,2816,1810,1446,7,12,0,0,0,0,0,0,36,138,110,312,95,24,335,415,129,68,403,234,140,89,1003,3016,3241,273,604,1136,2519,31,6044
G1301690,2016,GEORGIA,Jones County,28548,395.415,445,287,28261,10510,504,1144,8174,688,13131,12114,966,51,9519,53155,25725,4238,10141,10649,3412,3670,80,133,46,10,0,0,0,10,195,202,279,1044,500,123,790,1514,906,538,472,865,476,348,3015,5775,12416,382,1484,3961,8305,285,15997
G1301710,2016,GEORGIA,Lamar County,18513,185.834,438,470,18043,6368,478,755,4344,791,8041,7132,894,15,7198,41464,20874,3471,5964,6222,2417,2975,83,66,15,4,0,0,87,62,393,225,162,626,116,123,480,1027,643,319,526,553,250,100,1652,5503,6807,319,1090,2270,5190,152,10901
G1301730,2016,GEORGIA,Lanier County,10366,199.788,574,153,10213,3724,235,366,2413,710,4246,3643,347,256,3699,39104,18800,2377,3845,3824,1256,1251,0,32,0,28,0,0,24,22,58,26,162,340,216,36,311,406,361,188,297,196,37,38,1076,2318,4225,110,411,806,1984,81,7495
G1301750,2016,GEORGIA,Laurens County,47418,818.467,1241,690,46728,17183,1797,2500,10841,2045,18218,17326,875,17,18710,37369,20655,12376,13487,14533,8033,9612,361,174,18,26,7,0,468,354,123,222,469,1235,623,355,1037,2006,986,831,1080,1103,541,594,4446,12706,16402,964,3108,6752,12411,367,27888
G1301770,2016,GEORGIA,Lee County,29348,361.792,839,1070,28278,10354,218,773,8752,611,14415,13267,1063,85,8092,65420,28612,3907,10786,10949,3128,2828,313,445,30,0,25,13,85,78,307,361,344,1043,662,247,422,1743,1026,924,384,782,366,207,2093,5982,13115,513,1256,3170,10646,327,15205
G1301790,2016,GEORGIA,Liberty County,62108,602.524,7845,3475,58633,23232,1127,2410,17861,1834,31182,22691,2926,5565,14904,45959,21430,10043,15013,13868,12815,12688,579,745,136,149,143,179,1036,1003,1828,1926,477,4639,1850,341,797,3120,1254,994,650,793,436,389,5025,13919,24622,1178,2001,9556,6134,453,45965
G1301810,2016,GEORGIA,Lincoln County,7799,257.296,129,93,7706,3424,405,414,2335,270,3427,3259,156,12,3035,41014,26324,1506,2586,2631,1066,1396,0,15,4,0,0,2,27,19,0,53,158,205,71,33,177,479,164,60,189,302,179,99,1025,1652,3071,199,623,1273,2759,70,3697
G1301830,2016,GEORGIA,Long County,18156,403.811,2043,1167,16989,5601,281,597,4364,359,8027,6232,1106,689,5474,55439,21695,3587,5822,5930,2121,2178,155,47,37,13,81,14,391,332,265,770,124,1191,330,99,475,1060,348,511,413,270,51,70,2353,3538,6612,486,791,1360,2626,131,14039
G1301850,2016,GEORGIA,Lowndes County,114582,510.573,6345,4823,109759,40472,2651,4664,26941,6216,53261,46705,3837,2719,36644,41390,23077,27819,32888,33373,19649,22069,884,1230,179,156,20,71,1052,712,1287,1012,1560,4271,2957,1314,2743,4863,3374,2973,1933,2480,1484,1403,9790,36177,38318,2014,5060,15064,21635,1106,76777
G1301870,2016,GEORGIA,Lumpkin County,31951,284.196,1530,1136,30815,11649,974,1311,8546,818,16475,15665,732,78,10367,47488,24790,5249,14792,15189,229,376,23,73,93,110,0,35,100,349,314,268,579,907,410,275,945,1661,1284,1025,485,925,873,671,3172,9091,12700,285,2012,2220,9619,586,19526
G1301930,2016,GEORGIA,Macon County,13480,405.99,569,252,13228,4673,510,562,2814,787,5021,4416,600,5,6134,31999,15924,3129,2560,2145,4446,3725,48,15,6,21,1,0,153,189,128,43,529,468,39,15,540,856,219,217,388,436,141,99,1014,5071,3966,489,813,2705,1540,42,9193
G1301950,2016,GEORGIA,Madison County,28900,285.587,1495,1156,27744,10712,644,1222,8120,726,13698,12522,1164,12,9154,51701,24292,4990,12072,12411,1303,1231,181,166,42,40,0,0,551,339,359,205,394,703,306,157,762,1609,874,739,680,601,343,333,2397,5585,13273,488,1646,2425,9201,372,16902
G1301970,2016,GEORGIA,Marion County,8484,367.479,603,440,8044,3331,212,582,2269,268,3833,3432,394,7,3242,44309,22478,1755,2585,2703,1268,1308,7,82,0,14,0,36,281,90,62,48,252,73,77,82,427,555,203,74,333,272,69,141,618,2312,3494,243,486,1213,1921,56,5294
G1301890,2016,GEORGIA,McDuffie County,21498,266.383,637,664,20834,8103,604,1427,5150,922,9379,8513,769,97,7197,39199,21384,5291,5565,6181,4016,4676,8,89,0,0,118,77,158,249,134,227,181,703,217,150,982,1034,594,261,554,557,245,165,1964,5440,8091,427,1087,3699,5432,137,12230
G1301910,2016,GEORGIA,McIntosh County,14120,573.891,139,328,13792,6033,485,755,4357,436,6473,5900,505,68,5490,47114,27030,2777,4508,4324,2286,2554,142,93,16,0,0,20,26,0,58,93,166,455,37,16,448,964,407,351,455,703,389,339,1345,2903,6449,324,1107,2303,3487,113,8217
G1301990,2016,GEORGIA,Meriwether County,21113,505.404,449,252,20861,8151,671,1350,5139,991,8649,8133,513,3,8403,36351,20060,4503,5900,6162,3851,4318,65,67,0,30,0,0,228,69,177,246,294,645,279,41,971,1322,439,310,559,890,245,152,2050,5197,8285,540,1256,3804,5222,191,11896
G1302010,2016,GEORGIA,Miller County,5836,283.661,34,9,5827,2300,207,255,1593,245,2496,2371,125,0,2171,42927,21746,1301,1951,2038,840,940,0,0,19,26,0,0,7,0,15,0,28,245,37,21,243,247,181,90,203,216,53,52,510,1174,2521,160,384,623,1891,30,3292
G1302050,2016,GEORGIA,Mitchell County,22432,513.821,1016,716,21716,7889,496,1275,5209,909,9524,8216,1308,0,8198,37027,17514,4811,5683,5423,5333,5128,63,38,35,13,0,8,187,0,382,139,984,644,312,36,762,1241,405,205,627,484,232,254,2312,6688,7144,755,1179,3493,4279,108,14552
G1302070,2016,GEORGIA,Monroe County,27010,398.269,631,753,26257,9803,488,944,7451,920,12531,11536,995,0,9594,54050,34669,3615,9965,9864,3175,3127,114,137,30,22,0,0,189,137,127,123,469,433,596,272,711,1304,1267,1225,679,977,377,397,2447,6472,11212,450,1787,3571,8832,284,14323
G1302090,2016,GEORGIA,Montgomery County,9036,244.693,589,594,8442,3039,252,372,2065,350,3793,3519,274,0,3566,40728,22317,1701,3130,3026,1250,1124,5,27,20,0,0,0,181,211,47,15,73,295,133,42,232,482,93,110,239,180,143,137,927,2225,3557,148,597,847,2670,59,5460
G1302110,2016,GEORGIA,Morgan County,18235,354.619,587,437,17798,6656,203,578,5391,484,8644,8139,493,12,5916,62530,30587,1883,6614,6868,1946,2312,2,3,0,37,0,0,100,91,121,141,94,515,171,111,646,1116,561,417,376,779,447,304,1323,4126,8286,258,899,2663,6559,253,8760
G1302130,2016,GEORGIA,Murray County,39557,346.701,5837,3039,36518,14081,746,1862,10692,781,18374,16935,1437,2,12368,45238,20618,6017,18909,19352,248,176,46,106,21,25,0,0,138,202,160,174,790,1403,348,79,2455,1486,644,363,910,682,366,202,4258,6916,17209,827,2184,1800,10341,317,27099
G1302150,2016,GEORGIA,Muscogee County,196670,221.005,14858,10334,186336,72924,4420,8882,51775,7847,94368,79636,8113,6619,58663,45389,25318,40083,43675,42877,42770,47231,2205,2612,380,431,190,139,2780,2691,4279,4410,2522,9927,6103,2419,4144,11255,7413,4551,2562,4874,2813,2812,21033,58318,61678,4386,10087,39851,26976,2205,127638
G1302170,2016,GEORGIA,Newton County,106497,279.197,5733,6356,100141,36626,1649,4036,28346,2595,51012,46939,3928,145,30420,53309,24426,18822,26595,27731,21412,25457,565,580,133,190,50,34,426,576,1417,1331,1525,4018,1314,637,2712,6526,3484,1927,1499,2630,1366,1067,11242,28422,37940,1888,3920,21943,20913,1131,62510
G1302190,2016,GEORGIA,Oconee County,37017,186.371,1804,2227,34790,13093,205,619,11940,329,18767,18115,652,0,9820,88308,41671,2165,16132,16664,911,1094,725,792,15,0,2,0,19,85,360,218,160,552,1182,700,371,1726,2343,3103,363,788,866,1172,2822,6652,18023,209,1400,5581,13425,1143,16868
G1302210,2016,GEORGIA,Oglethorpe County,14784,442.036,647,264,14520,5621,382,728,4088,423,7037,6684,331,22,4963,44927,23027,2216,5802,5808,1226,1397,50,14,8,16,0,0,155,74,155,79,126,533,190,164,565,849,352,289,428,286,217,233,1546,2847,6383,271,1137,1831,4625,218,8110
G1302230,2016,GEORGIA,Paulding County,155840,314.34,9491,8476,147364,52389,1459,3701,45132,2097,80332,76827,3420,85,38934,66467,27855,14599,58044,59472,13932,15516,770,800,234,234,61,0,1269,1348,1885,2275,823,5912,3810,1204,2979,9066,5956,3299,2282,2979,1555,1199,14784,32978,66241,1859,5583,18025,44662,2203,90950
G1302250,2016,GEORGIA,Peach County,26966,151.3,2018,1505,25461,10103,778,1498,6942,885,11696,10524,1061,111,10134,42802,22767,5392,6497,6655,5514,6533,82,189,0,32,0,31,621,461,238,113,187,1472,268,141,836,1767,675,628,428,700,494,489,2923,8406,8075,712,1997,5100,5413,239,16214
G1302270,2016,GEORGIA,Pickens County,30832,232.711,945,665,30167,11841,593,957,9654,637,14607,13613,892,102,10562,64512,30567,2928,13730,13958,165,244,33,103,98,127,0,13,33,74,1174,1080,506,1020,268,143,843,2159,1551,816,471,1288,843,951,2974,5148,15823,186,1461,1979,11651,408,16794
G1302290,2016,GEORGIA,Pierce County,19164,343.228,966,503,18661,7072,411,996,5054,611,8187,7687,474,26,6731,44167,22236,4120,8131,8271,828,1004,0,0,43,16,0,0,440,177,197,57,369,461,165,95,470,966,219,286,485,496,284,183,1686,4009,7626,853,957,903,6302,106,11853
G1302310,2016,GEORGIA,Pike County,18082,219.404,279,276,17806,6106,296,440,4845,525,8303,7774,529,0,6114,58765,26737,2320,7876,8027,862,949,24,45,0,0,0,0,33,41,81,144,161,556,260,157,404,1196,500,292,395,547,125,130,1288,3665,8395,247,1107,1240,7278,207,9357
G1302330,2016,GEORGIA,Polk County,41621,312.139,5463,2713,38908,15011,834,2252,10722,1203,19200,18048,1141,11,13049,43491,23233,7367,15580,16579,2413,2678,90,65,129,72,0,24,1725,1346,478,442,617,1442,245,181,1221,1784,797,653,1023,1139,377,385,4927,9294,15644,660,2172,2867,11014,334,27406
G1302350,2016,GEORGIA,Pulaski County,11295,251.205,463,217,11078,3817,354,539,2574,350,3895,3704,187,4,5846,38770,19389,2512,3493,3640,1526,2403,0,10,0,17,0,0,22,7,34,143,257,542,90,87,389,572,315,144,302,446,79,161,1681,3230,3965,225,750,1104,2437,64,7690
G1302370,2016,GEORGIA,Putnam County,21503,360.685,1381,798,20705,8660,388,801,6804,667,9711,9234,443,34,7947,51245,28819,3396,7304,7526,2541,3092,81,94,6,2,0,0,324,262,146,125,307,302,223,112,736,1090,779,465,588,866,995,447,2068,4462,9588,506,1179,2758,6544,186,12015
G1302390,2016,GEORGIA,Quitman County,2276,160.564,6,121,2155,934,155,171,522,86,899,799,100,0,993,30000,19371,517,418,464,580,612,60,78,0,0,0,5,0,0,23,36,75,58,35,11,135,141,31,5,186,106,40,25,159,654,726,119,265,461,575,8,1232
G1302410,2016,GEORGIA,Rabun County,16457,377.018,1331,872,15585,6563,443,777,4697,646,6418,6142,270,6,7633,40902,28312,3121,7352,7767,260,133,35,135,79,12,1,0,294,250,86,53,173,305,113,155,422,906,606,516,435,984,869,568,1963,3512,6943,323,1488,1444,6287,261,8465
G1302430,2016,GEORGIA,Randolph County,7087,430.871,96,35,7052,2616,354,357,1568,337,2611,2408,203,0,2710,30914,19356,2536,1249,1243,2132,2274,0,0,0,0,0,0,31,47,81,30,93,228,40,3,289,356,116,94,265,163,143,87,780,2035,1728,353,577,1598,1271,30,4188
G1302450,2016,GEORGIA,Richmond County,201463,328.591,9759,7366,194097,72165,5221,8804,49713,8427,95644,80890,9290,5464,63848,40644,22045,44956,38940,37133,53227,60654,1644,2118,159,356,111,325,1037,1100,2154,2505,3708,8904,5454,2678,5653,10921,5848,3975,3776,4665,2744,2207,20806,68609,56471,4834,11342,48814,24461,2240,125948
G1302470,2016,GEORGIA,Rockdale County,89011,132.097,9038,9049,79962,30521,1306,3047,24653,1515,42579,39286,3220,73,26730,57049,26367,13394,17532,18024,21610,25804,794,949,101,11,110,209,630,882,1167,1188,923,2546,1844,797,1078,5488,4891,2169,1341,2183,1266,1085,9229,24367,32329,1023,3806,23255,13478,1136,51142
G1302490,2016,GEORGIA,Schley County,5211,167.823,268,44,5167,1877,52,248,1270,307,2488,2173,315,0,1691,41276,20585,1111,1676,1778,764,794,0,0,0,0,0,0,96,54,10,39,57,261,70,34,117,260,91,103,155,206,41,21,428,1282,2176,93,233,401,1472,36,3302
G1302510,2016,GEORGIA,Screven County,13990,655.866,276,241,13749,5257,545,767,3441,504,5936,5539,369,28,5348,37588,21557,3043,3829,3946,2809,3059,57,43,10,21,0,0,43,52,56,65,181,456,225,25,524,569,415,168,273,484,180,97,1258,3732,5286,359,876,2300,3305,110,8275
G1302530,2016,GEORGIA,Seminole County,8437,256.555,260,76,8361,3325,296,431,2206,392,3102,2864,238,0,3742,34338,26358,2034,2532,2683,1195,1595,58,9,0,0,0,0,82,72,160,51,89,276,32,23,247,523,263,128,170,337,150,145,802,2258,3009,151,717,1189,2345,54,4849
G1302550,2016,GEORGIA,Spalding County,64719,199.59,2860,1874,62845,24137,1448,3028,17434,2227,26938,25042,1866,30,23701,42671,22166,13702,20098,20647,10009,11688,283,344,144,138,0,19,210,82,651,406,766,1815,946,408,2170,3283,1595,1059,1538,1810,1145,631,7470,16948,22451,1659,3365,9357,15646,701,39015
G1302570,2016,GEORGIA,Stephens County,25676,184.197,843,539,25137,9468,531,1145,6713,1079,11335,10301,1034,0,9255,43416,21839,4007,10042,11516,1233,1643,39,45,0,40,2,0,268,221,181,446,270,924,398,93,832,1178,694,901,606,757,710,340,2275,5457,11382,537,1353,1837,7686,292,15861
